name,description,format,weight,puuid,vocabulary_machine_name,parent
Diploma,,basic_html,0,1befe72a-572b-59f4-b5a1-e4e3bfae1293,program_type,
Undergraduate,,basic_html,0,880bc278-9a4a-2e94-1df6-6be1fd82fd88,program_type,
Postgraduate,,basic_html,0,9e570f05-187d-1704-51a0-e5091d25f0f5,program_type,
Certificate,,basic_html,0,a11307a7-e358-cfa4-3142-9e164bf231cc,program_type,
