name,description,format,weight,puuid,vocabulary_machine_name,parent
Months,,basic_html,0,21444680-5942-43e5-919d-c7ac2cecba31,duration_unit,
Weeks,,basic_html,0,24e83e27-c19a-43d6-b901-66279efb542e,duration_unit,
Days,,basic_html,0,43ce3af6-5216-4463-bf9d-e27648451442,duration_unit,
Quarters,,basic_html,0,6186c860-95da-4f71-bc1d-c6711aea60c1,duration_unit,
Years,,basic_html,0,aaf5e285-3b4f-450c-acbb-e4d04e6f90f6,duration_unit,
