name,description,format,weight,puuid,vocabulary_machine_name,parent
Elective,"<em>Elective</em> courses are optional to students",basic_html,0,363e5097-5678-6754-85da-73358023dc7f,course_weight,
Core,"<em>Core</em> courses are central to fulfilling the requirements for an academic program",basic_html,0,ccef4918-b003-4364-110b-f11dfc86b23a,course_weight,
Mandatory,"<em>Mandatory</em> courses are obligatory or compulsory",basic_html,0,d72febc5-c5f9-4524-2503-97b49da51ab9,course_weight,
