name,description,format,weight,puuid,vocabulary_machine_name,parent
University,,basic_html,0,79b2e948-95c5-61d4-a5c0-be220ee409d5,institution_type,
Polytechnic,,basic_html,0,9618593d-6e0a-3944-8599-5b10400a326e,institution_type,
College,,basic_html,0,e7fe0399-263f-3514-f1dd-4d22aaea4250,institution_type,
Institute,,basic_html,0,f00311b4-58bc-a434-2599-64b9b2a14d70,institution_type,
