name,description,format,weight,puuid,vocabulary_machine_name,parent
Accepted,,basic_html,0,4a8ff8c5-cc8b-427a-81b8-e16437015da3,approval_status,
Declined,,basic_html,0,63534238-ce95-4d1d-a30f-250f190f448b,approval_status,
Pending,,basic_html,0,aa566963-92ac-44b4-94f1-1d87c44dab4c,approval_status,
