name,description,format,weight,puuid,vocabulary_machine_name,parent
F,Female,basic_html,0,2ca6930d-bea3-6ec4-4146-97f66718ceac,gender,
M,Male,basic_html,0,eab67574-8ce7-ec44-1d74-bf9e439ad602,gender,
