name,description,format,weight,puuid,vocabulary_machine_name,parent
Dean,,basic_html,0,0c31b47d-2dd9-4377-ab72-a429f96d2bb1,section_head_title,
"Asst. Head of department",,basic_html,3,6e017895-7c24-4861-bbbd-73b4a03f963e,section_head_title,
"Deputy dean",,basic_html,2,d162b517-e116-4276-8a1e-27cc221319ff,section_head_title,
"Head of department",,basic_html,1,fb31edd7-6428-4229-9d0b-bac6fa1f9d52,section_head_title,
