name,description,format,weight,puuid,vocabulary_machine_name,parent
IT,,basic_html,0,145763ce-fd53-6e84-fd33-8c919716db4d,business_type,
Engineering,,basic_html,0,15f5b077-0e1f-1a24-31c6-0c5c2280ae4c,business_type,
Manufacturing,,basic_html,0,65c62ce8-cc56-7b84-25e4-deea96c3f9d2,business_type,
Education,,basic_html,0,8d5ef13b-edfa-f944-b580-5bbb75c65e24,business_type,
