Yanti	f
Yara	f
Yella	f
Yente	f
Ylva	f
Yvonne	f
Zahar	f
Zainab	f
Zeruja	f
Zita	f
Zlata	f
Zoe	f
Aadolf	m
Aaron	m
Abda	m
Abdallah	m
Abdi	m
Abel	m
Abraham	m
Acar	m
Achatius	m
Achim	m
Adalbero	m
Adalbert	m
Adalnot	m
Adalward	m
Adam	m
Adelbert	m
Adnan	m
Adolf	m
Adrian	m
Adriano	m
Ägidius	m
Ägir	m
Agrippa	m
Ahmad	m
Aigialeus	m
Aiko	m
Aiman	m
Aimé	m
Aitor	m
Akai	m
Akira	m
Alain	m
Alan	m
Alastair	m
Alban	m
Alberich	m
Albert	m
Albin	m
Albrecht	m
Albwin	m
Alcetes	m
Aldhelm	m
Aleksije	m
Alen	m
Alexander	m
Alexei	m
Alfke	m
Alfons	m
Alfred	m
Algis	m
Ali	m
Alkan	m
Álmos	m
Alois	m
Alphonse	m
Altor	m
Alva	m
Alvar	m
Alwin	m
Amadeus	m
Amalrich	m
Amos	m
Amram	m
Amyklas	m
Anastasius	m
Anders	m
Andor	m
André	m
Andrea	m
Andreas	m
Andree	m
Andrei	m
Andrej	m
Andres	m
Andrew	m
Andrin	m
Andrzej	m
Angel	m
Ángel	m
Anianus	m
Anno	m
Anselm	m
Ansgar	m
Anthony	m
Anton	m
Antonius	m
Andelko	m
Appius	m
Archibald	m
Aribert	m
Ariel	m
Arik	m
Arkadius	m
Armin	m
Arndt	m
Arne	m
Arnim	m
Arno	m
Arnold	m
Arnulf	m
Arsenije	m
Arthur	m
Artturi	m
Arved	m
Asim	m
Asios	m
Aslan	m
Asmund	m
Atanasije	m
Athanasios	m
Attila	m
Atze	m
August	m
Auguste	m
Augustin	m
Augustinus	m
Augusto	m
Augustus	m
Aulus	m
Axel	m
Aydan	m
Aytaç	m
Babatunde	m
Baki	m
Balduin	m
Baldur	m
Bálint	m
Balthasar	m
Baptist	m
Barnabas	m
Barney	m
Barry	m
Barthel	m
Bartholemew	m
Bartholomäus	m
Bartholomeus	m
Barthélemy	m
Bartimäus	m
Bartolomeo	m
Bartolommeo	m
Bartolomé	m
Baruch	m
Bastian	m
Beat	m
Béla	m
Benedikt	m
Benito	m
Benjamin	m
Benno	m
Bent	m
Beppo	m
Bernd	m
Bernhard	m
Bernold	m
Bert	m
Berthold	m
Bertold	m
Bill	m
Birger	m
Bjarne	m
Bjartur	m
Björn	m
Blagoja	m
Blagoje	m
Blasius	m
Blažen	m
Bo	m
Bob	m
Bobbie	m
Bodo	m
Bogdan	m
Bohumil	m
Bojan	m
Boleslaw	m
Bonifatius	m
Boris	m
Börje	m
Boros	m
Botond	m
Borivoj	m
Branislav	m
Brian	m
Bronislaw	m
Bruce	m
Bruno	m
Bud	m
Bulcsú	m
Bülent	m
Burghard	m
Burkhardt	m
Caius	m
Calvin	m
Camille	m
Can	m
Candid	m
Carl	m
Carlo	m
Carlos	m
Carsten	m
Carter	m
Cécile	m
Cédric	m
Cemil	m
Cenk	m
Cesare	m
Chaim	m
Charles	m
Chiemo	m
Chlodwig	m
Chlothar	m
Christian	m
Christoph	m
Christophe	m
Christopher	m
Chuck	m
Claudio	m
Clemens	m
Colin	m
Conan	m
Conrad	m
Constantijn	m
Cord	m
Corneille	m
Cornelius	m
Corvin	m
Cosimo	m
Craig	m
Crispian	m
Csanád	m
Dagobert	m
Damian	m
Damir	m
Dana	m
Daniel	m
Danilo	m
Dankwart	m
Dario	m
Darius	m
Darko	m
David	m
Decimus	m
Dedo	m
Demian	m
Demir	m
Denes	m
Deniz	m
Dennis	m
Derek	m
Desiderius	m
Detlef	m
Dexter	m
Diego	m
Diemo	m
Dierk	m
Dieter	m
Diethelm	m
Dietmar	m
Dietrich	m
Dimitar	m
Dino	m
Dirk	m
Djordje	m
Dmitri	m
Domas	m
Domenico	m
Domingo	m
Dominick	m
Dominik	m
Dominique	m
Donald	m
Donatus	m
Dorian	m
Dorotheos	m
Douglas	m
Dragan	m
Dragutin	m
Dresel	m
Dschamal	m
Dušan	m
Dustin	m
Ebbo	m
Eben-Ezer	m
Ebenezer	m
Eberhard	m
Eckbert	m
Eckhardt	m
Edgar	m
Edmund	m
Eduard	m
Eduardo	m
Edward	m
Edwin	m
Edzard	m
Eero	m
Egbert	m
Egon	m
Ehssan	m
Eiji	m
Eik	m
Eike	m
Einar	m
Eino	m
Eitel Friedrich	m
Ekkehard	m
Eleftherios	m
Eli	m
Elias	m
Elie	m
Elimar	m
Elisha	m
Elmar	m
Elvis	m
Emanuel	m
Emicho	m
Emil	m
Emmanuel	m
Emmeram	m
Emmett	m
Emre	m
Engelbert	m
Enis	m
Ennio	m
Enno	m
Enrico	m
Enzo	m
Eoin	m
Ephraim	m
Erasmus	m
Ercan	m
Erdmann	m
Erdogan	m
Eren	m
Erhan	m
Erhard	m
Eric	m
Erich	m
Erkan	m
Erland	m
Erlendur	m
Ernest	m
Ernesto	m
Ernst	m
Erol	m
Errol	m
Erwin	m
Eskil	m
Esra	m
Essad	m
Ettore	m
Eugen	m
Evrim	m
Ewald	m
Ezzo	m
Fabian	m
Fabiano	m
Fabio	m
Fabius	m
Falk	m
Falko	m
Fatih	m
Fatos	m
Federico	m
Feissa	m
Felipe	m
Felix	m
Ferdi	m
Ferdinand	m
Ferenc	m
Fernando	m
Fidel	m
Fikret	m
Filippo	m
Finlay	m
Finley	m
Finn	m
Firmin	m
Flavio	m
Florentin	m
Florenz	m
Florestan	m
Florian	m
Francesco	m
Francisco	m
Franco	m
Franjo	m
Frank	m
František	m
Franz	m
Franz Xaver	m
Fred	m
Freddie	m
Freddy	m
Frederick	m
Fridolin	m
Friðrik	m
Fridtjof	m
Friedemann	m
Frieder	m
Friedrich	m
Frigyes	m
Fritz	m
Fürchtegott	m
Gabriel	m
Gabriele	m
Gaetano	m
Gaius	m
Garibald	m
Gaston	m
Gaudenz	m
Gavin	m
Gay	m
Gaylord	m
Gebhard	m
Genc	m
Geoffrey	m
Georg	m
Georg Friedrich	m
Georges	m
Gerald	m
Gerard	m
Gereon	m
Gergely	m
Gerhard	m
Gerhart	m
German	m
Germann	m
Gernot	m
Gero	m
Gerold	m
Gerrit	m
Gervais	m
Gerwin	m
Gideon	m
Gilbert	m
Ginger	m
Giorgio	m
Giovanni	m
Gisbert	m
Giselbert	m
Giuseppe	m
Gizur	m
Gnaeus	m
Gökhan	m
Gonthier	m
Goran	m
Gorka	m
Goswin	m
Gottfried	m
Gotthilf	m
Gottlieb	m
Götz	m
Graham	m
Gregor	m
Grellan	m
Grigorije	m
Grimo	m
Grimoald	m
Grischa	m
Guglielmo	m
Guido	m
Guillermo	m
Gunde	m
Gundo	m
Gunnar	m
Günter	m
Gunter	m
Gunther	m
Günther	m
Guntram	m
Gürkan	m
Gustav	m
Gustavo	m
Gustl	m
Guus	m
Gyula	m
György	m
Haakon	m
Hadmar	m
Hadrian	m
Hakan	m
Hakki	m
Hal	m
Halef	m
Halldór	m
Hanif	m
Hannes	m
Hans	m
Hans Peter	m
Hansjörg	m
Harald	m
Harmens	m
Harrison	m
Harro	m
Harry	m
Hartmann	m
Hartmut	m
Hartwig	m
Hartwin	m
Harvey	m
Hassan	m
Hatto	m
Hauke	m
Hedi	m
Heike	m
Heiko	m
Heinrich	m
Heinz	m
Helge	m
Helmut	m
Hendrik	m
Henk	m
Henner	m
Hennes	m
Henning	m
Henny	m
Henrik	m
Henrique	m
Henry	m
Herbert	m
Herbie	m
Heribert	m
Hermann	m
Heron	m
Herward	m
Hieronymus	m
Hilko	m
Hillebrand	m
Hippokoon	m
Hippolytos	m
Hjalmar	m
Holger	m
Homer	m
Horace	m
Horst	m
Howard	m
Hubert	m
Hugh	m
Hugo	m
Humbert	m
Humphrey	m
Hunter	m
Iain	m
Ian	m
Ignaz	m
Igor	m
Iker	m
Ilia	m
Ilija	m
Ilja	m
Ilkay	m
Ilker	m
Immanuel	m
Ingmar	m
Ingo	m
Ingolf	m
Ingvar	m
Ioan	m
Ion	m
Ionel	m
Ira	m
Irem	m
Irenäus	m
Isaak	m
Ishaq	m
Isidore	m
Ismail	m
Ismo	m
Israel	m
Ivar	m
Ivo	m
Iwan	m
Jacek	m
Jack	m
Jacob	m
Jacques	m
Jakob	m
James	m
Jan	m
Janis	m
Janne	m
Janosch	m
Janusz	m
Jared	m
Jari	m
Jarkko	m
Jaromir	m
Jaron	m
Jaroslav	m
Jason	m
Jasper	m
Jay	m
Jean	m
Jean-Luc	m
Jeldrik	m
Jenin	m
Jens	m
Jeremias	m
Jerzy	m
Jesko	m
Jesse	m
Jesus	m
Jevrosim	m
Jirko	m
Joachim	m
Joah	m
Jockel	m
Jodok	m
Joel	m
Jógvan	m
Johann	m
Johann Baptist	m
Johannes	m
Johnny	m
Joksim	m
Jon	m
Jón	m
Jonas	m
Jonathan	m
Joni	m
Jonny	m
Joost	m
Jöran	m
Jordan	m
Jörg	m
Jorge	m
Jorma	m
Jörn	m
Jorrit	m
Josef	m
Josua	m
Jovan	m
Juan	m
Juhani	m
Jule	m
Jules	m
Julian	m
Julien	m
Julius	m
Jürgen	m
Juri	m
Justus	m
Jyrki	m
Jürg	m
Kaeso	m
Kai	m
Kais	m
Kalle	m
Kamal	m
Kamil	m
Kamran	m
Kaoru	m
Karel	m
Kari	m
Karim	m
Karl	m
Karl-Heinz	m
Karlmann	m
Karol	m
Karsten	m
Kartal	m
Kashtrim	m
Kasimir	m
Kaspar	m
Keanu	m
Kelly	m
Kemal	m
Ken	m
Kenneth	m
Kenny	m
Kent	m
Kevin	m
Kilian	m
Kim	m
Kimberly	m
Kirk	m
Kiro	m
Kirsten	m
Klaus	m
Knut	m
Kofi	m
Koloman	m
Konrad	m
Konstantin	m
Korbinian	m
Kosmas	m
Kristján	m
Kunibert	m
Kurt	m
Kwadwo	m
Kyros	m
Lajos	m
Lambert	m
Lamprecht	m
Lance	m
Lars	m
Lasar	m
László	m
Laurentius	m
Lawr	m
Lazar	m
Lazarus	m
