Andree	g	0	1		a:2:{s:9:"givenname";s:6:"Andree";s:6:"gender";s:1:"m";}
Andrei	g	0	1		a:2:{s:9:"givenname";s:6:"Andrei";s:6:"gender";s:1:"m";}
Andrej	g	0	1		a:2:{s:9:"givenname";s:6:"Andrej";s:6:"gender";s:1:"m";}
Andres	g	0	1		a:2:{s:9:"givenname";s:6:"Andres";s:6:"gender";s:1:"m";}
Andrés	g	0	1		a:2:{s:9:"givenname";s:7:"Andrés";s:6:"gender";s:1:"m";}
Andreu	g	0	1		a:2:{s:9:"givenname";s:6:"Andreu";s:6:"gender";s:1:"m";}
Andrew	g	0	1		a:2:{s:9:"givenname";s:6:"Andrew";s:6:"gender";s:1:"m";}
Andries	g	0	1		a:2:{s:9:"givenname";s:7:"Andries";s:6:"gender";s:1:"m";}
Andrin	g	0	1		a:2:{s:9:"givenname";s:6:"Andrin";s:6:"gender";s:1:"m";}
Andris	g	0	1		a:2:{s:9:"givenname";s:6:"Andris";s:6:"gender";s:1:"m";}
Andrius	g	0	1		a:2:{s:9:"givenname";s:7:"Andrius";s:6:"gender";s:1:"m";}
Andrzej	g	0	1		a:2:{s:9:"givenname";s:7:"Andrzej";s:6:"gender";s:1:"m";}
Ange	g	0	1		a:2:{s:9:"givenname";s:4:"Ange";s:6:"gender";s:1:"m";}
Angel	g	0	1		a:2:{s:9:"givenname";s:5:"Angel";s:6:"gender";s:1:"m";}
Ángel	g	0	1		a:2:{s:9:"givenname";s:6:"Ángel";s:6:"gender";s:1:"m";}
Angelo	g	0	1		a:2:{s:9:"givenname";s:6:"Angelo";s:6:"gender";s:1:"m";}
Anianus	g	0	1		a:2:{s:9:"givenname";s:7:"Anianus";s:6:"gender";s:1:"m";}
Anil	g	0	1		a:2:{s:9:"givenname";s:4:"Anil";s:6:"gender";s:1:"m";}
Anıl	g	0	1		a:2:{s:9:"givenname";s:5:"Anıl";s:6:"gender";s:1:"m";}
Anne	g	0	1		a:2:{s:9:"givenname";s:4:"Anne";s:6:"gender";s:1:"m";}
Anno	g	0	1		a:2:{s:9:"givenname";s:4:"Anno";s:6:"gender";s:1:"m";}
Anouar	g	0	1		a:2:{s:9:"givenname";s:6:"Anouar";s:6:"gender";s:1:"m";}
Anselm	g	0	1		a:2:{s:9:"givenname";s:6:"Anselm";s:6:"gender";s:1:"m";}
Ansgar	g	0	1		a:2:{s:9:"givenname";s:6:"Ansgar";s:6:"gender";s:1:"m";}
Antal	g	0	1		a:2:{s:9:"givenname";s:5:"Antal";s:6:"gender";s:1:"m";}
Antanas	g	0	1		a:2:{s:9:"givenname";s:7:"Antanas";s:6:"gender";s:1:"m";}
Ante	g	0	1		a:2:{s:9:"givenname";s:4:"Ante";s:6:"gender";s:1:"m";}
Anthony	g	0	1		a:2:{s:9:"givenname";s:7:"Anthony";s:6:"gender";s:1:"m";}
Anton	g	0	1		a:2:{s:9:"givenname";s:5:"Anton";s:6:"gender";s:1:"m";}
