de	v	0	1		
la	d	0	1		
v.	v	0	1		
d.	d	0	1		
vom	v	0	1		
und	u	0	1		
von	v	0	1		
dem	d	0	1		
den	d	0	1		
der	d	0	1		
zu	z	0	1		
zum	z	0	1		
zur	z	0	1		
