 #	chars	used	for	the	type:
 #	r:	a	relationship
 #	t:	a	title
 #	p:	a	profession
 #	x:	a	religion
 #	c:	copulas	(for	"Tochter	von/des	...")

Fischer	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Fischhändler	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Geleitreiter	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Geselle	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
-geselle	p	0	0.8	de	a:1:{s:6:"gender";s:1:"m";}
Glaser	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Goldarbeiter	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Gürtler	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Gutknecht	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Handelsmann	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Händler	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Herzog	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Holzschnitzer	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Juwelier	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Kaplan	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Kartenmacher	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Knecht	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Kupferstecher	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Kürschner	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Kutschenfahrer	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Landkartenverleger	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Lederer	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Lieferant	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Maler	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Mönch	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Müller	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Münzeisenschneider	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Münzmeister	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Nonne	p	0	1	de	a:1:{s:6:"gender";s:1:"f";}
Patronengießer	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Pfarrer	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Plattner	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Privatier	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Professor	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Prof.	p	0	1	de	
Salzfischer	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Schleifer	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Schmied	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
-schmied	p	0	0.8	de	a:1:{s:6:"gender";s:1:"m";}
Schneider	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
-schneider	p	0	0.8	de	a:1:{s:6:"gender";s:1:"m";}
-erin	p	0	0.1	de	a:1:{s:6:"gender";s:1:"f";}
Schreiber	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Schreiner	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Schriftsteller	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Silberarbeiter	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Silberausbereiter	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Silberschmelzerin	p	0	1	de	a:1:{s:6:"gender";s:1:"f";}
Steinschneider	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Tabakarbeiter	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Tanzmeister	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Tuchmacher	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Tüncher	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Vogt	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Weißgerber	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Zinngießer	p	0	1	de	a:1:{s:6:"gender";s:1:"m";}
des	c	0	0.5	de	
der	c	0	0.5	de	
von	c	0	0.5	de	
vom	c	0	0.3	de	
Christ	x	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Christin	x	0	1	de	a:1:{s:6:"gender";s:1:"f";}
Jude	x	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Jüdin	x	0	1	de	a:1:{s:6:"gender";s:1:"f";}
Muslim	x	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Muslimin	x	0	1	de	a:1:{s:6:"gender";s:1:"f";}
Moslem	x	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Muslima	x	0	1	de	a:1:{s:6:"gender";s:1:"f";}
Buddhist	x	0	1	de	a:1:{s:6:"gender";s:1:"m";}
Buddhistin	x	0	1	de	a:1:{s:6:"gender";s:1:"f";}
